Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Iron,Plasma sprayed,35.7,1.635,Innerbåge,0.17083063107471913,low,61632,3.51,small,8.0,3.64,2025-01-10
Brass,Wet painted,28.4,0.931,Kantskydd,0.05,medium,79037,3.68,large,7.0,3.34,2025-11-17
Aluminium,Powder coated,24.5,1.195,Anslagslist,0.15404370709510273,medium,121331,2.58,large,6.0,2.59,2025-08-12
Brass,Wet painted,38.3,1.341,Mittpost,0.12310301995480147,high,106270,2.61,small,,2.85,2025-09-21
Steel,Powder coated,18.3,1.295,Anslagslist,0.16648901645117434,medium,84252,3.99,small,11.0,3.24,2025-05-29
Tin,Powder coated,25.5,1.014,Skenprofil,0.13388887678028893,medium,53291,2.67,medium,3.0,3.79,2025-10-05
Tin,Phosphated,16.7,1.619,Bottenlist,0.142508676042344,low,59772,3.97,micro,5.0,3.68,2025-10-01
Aluminium,Powder coated,32.9,1.454,T-profil,0.1191133580623377,high,92246,2.91,micro,9.0,3.1,2025-07-13
Zinc,Anodized,37.0,1.6,Fönsterbåge,0.12748855282736823,low,137866,3.73,micro,9.0,2.3,2025-06-21
Zinc,Hot-dip galvanized,22.2,1.619,U-profil,0.16288036937984232,low,59149,3.04,micro,,3.69,2025-09-22
Copper,Brushed,35.6,1.519,Ramlist,0.1470264425086523,high,33841,3.92,micro,2.0,4.14,2025-11-06
Aluminium,Chrome plated,22.5,1.237,Sidoprofil,0.13938498838458593,medium,35065,3.66,medium,3.0,4.11,2025-01-26
Iron,Wet painted,36.8,1.393,Bottenlist,0.117133740547275,low,75374,3.19,large,6.0,3.4,2025-12-16
Zinc,Brushed,33.2,0.983,Ytterram,0.12311317282619119,high,135095,2.67,medium,10.0,2.35,2025-12-22
Titanium,Chrome plated,34.4,1.451,Foglist,0.14658841231768296,medium,61583,3.71,medium,11.0,3.65,2025-01-26
Lead,Hot-dip galvanized,16.1,1.001,Glasningslist,0.17862893324355636,low,133687,3.53,medium,12.0,2.37,2025-02-03
Iron,Hot-dip galvanized,38.0,1.469,Anslagslist,0.15939706987285296,low,152344,2.55,large,12.0,2.04,2025-09-21
Steel,Wet painted,32.5,1.046,Mittpost,0.1869868245671941,medium,132461,2.56,medium,8.0,2.39,2025-05-18
Titanium,Wet painted,22.8,0.944,Skruvkanal,0.1822553136430145,medium,33069,3.84,medium,11.0,4.15,2025-10-31
Titanium,Hot-dip galvanized,34.9,0.988,Glashållare,0.13022737079036012,high,50106,2.96,large,6.0,3.85,2025-07-02
Aluminium,Chrome plated,22.2,0.839,Glashållare,0.14751196822073231,medium,122818,3.56,medium,2.0,2.56,2025-12-29
Copper,Powder coated,35.9,1.492,Fönsterbleck,0.19873839590873915,low,35272,3.27,micro,7.0,4.11,2025-08-30
Steel,Plasma sprayed,18.3,1.504,Droppnäsa,0.13317393819068366,low,50556,3.92,small,9.0,3.84,2025-02-23
Zinc,Blackening,32.0,1.306,Sidoprofil,0.17018216718553314,low,136203,4.01,medium,8.0,2.33,2025-06-17
Aluminium,Electroplated,28.2,0.984,Z-profil,0.15776087174180725,high,157874,4.13,small,3.0,1.94,2025-04-29
Zinc,Blackening,18.0,0.913,T-profil,0.1464112811480549,medium,50953,2.79,medium,6.0,3.83,2025-05-23
Aluminium,Brushed,21.3,0.855,Kilspår,0.08962871109705288,medium,135879,3.92,medium,12.0,2.33,2025-03-22
Aluminium,Phosphated,16.0,0.988,Fönsterbleck,0.1200622387621052,medium,118969,2.97,micro,5.0,2.63,2025-09-02
Aluminium,Brushed,26.6,1.649,Z-profil,0.18979418074274032,low,71639,3.49,large,10.0,3.47,2025-12-18
Copper,Phosphated,22.7,1.057,Hakprofilslist,0.15325169126033544,medium,58057,3.35,small,11.0,3.71,2025-12-24
Aluminium,Chrome plated,29.6,1.16,Ytterram,0.13378059721587188,low,135676,2.58,large,2.0,2.33,2025-03-03
Nickel,Phosphated,22.6,0.933,Anslagslist,0.18602870968552554,medium,74699,4.03,micro,7.0,3.41,2025-02-15
Lead,Wet painted,22.7,1.04,Vinkellist,0.13648390355849077,low,76313,2.67,micro,4.0,3.38,2025-03-28
Zinc,Plasma sprayed,32.9,1.31,L-profil,0.13746558485362564,medium,129905,3.64,small,12.0,2.44,2025-04-09
Iron,Plasma sprayed,16.8,1.391,Isolerprofil,0.16960369409082793,high,47006,3.8,large,10.0,3.9,2025-10-22
Brass,Wet painted,36.6,1.061,Kilspår,0.16414408099823374,high,70531,3.81,micro,6.0,3.49,2025-02-22
Steel,Anodized,35.5,0.89,Skarvprofil,0.07404725134254721,low,60209,2.77,medium,7.0,3.67,2025-07-11
Tin,Blackening,31.2,1.193,Spröjsprofil,0.12385361639140106,low,138054,3.26,medium,12.0,2.29,2025-03-21
Copper,Chrome plated,29.5,1.051,Stödprofil,0.1095397677510663,medium,158077,3.87,medium,10.0,1.94,2025-01-16
Iron,Blackening,36.4,1.037,Ventilationslister,0.10690665081661314,medium,108931,3.03,large,10.0,2.81,2025-12-26
Titanium,Anodized,20.0,1.711,Vinkellist,0.12149263312305061,high,89872,3.29,medium,9.0,3.14,2025-11-22
Nickel,Anodized,17.6,1.399,Hakprofilslist,0.11746694968879325,medium,118179,2.98,medium,10.0,2.64,2025-07-13
Tin,Brushed,21.3,1.344,Täckprofil,0.07257487819213866,low,96067,3.29,micro,5.0,3.04,2025-05-21
Brass,Hot-dip galvanized,34.1,1.216,Ramlist,0.11315417234050283,low,58769,3.96,micro,7.0,3.69,2025-04-18
Iron,Brushed,16.5,1.228,Fönsterbleck,0.056281768874739665,low,33613,3.27,medium,6.0,4.14,2025-10-30
Tin,Hot-dip galvanized,29.2,1.33,Ytterram,0.13012846563412722,low,40147,3.43,medium,6.0,4.02,2025-09-22
Iron,Electroplated,38.8,1.472,Foglist,0.181167477078693,low,82522,3.19,micro,5.0,3.27,2025-10-17
Nickel,Phosphated,35.5,1.477,Hakprofil,0.15361051969260092,high,107002,3.28,small,3.0,2.84,2025-07-28
Brass,Hot-dip galvanized,27.8,0.994,Mittpost,0.10858617155616958,high,42230,2.57,large,7.0,3.99,2025-06-14
Titanium,Blackening,17.2,1.293,Kantskydd,0.06904509036973552,low,35585,3.0,large,10.0,4.1,2025-12-08
Aluminium,Wet painted,35.0,1.212,Droppnäsa,0.08257970490221908,medium,155937,3.24,micro,2.0,1.98,2025-11-16
Zinc,Brushed,29.6,1.63,Vinkellist,0.13330829949467066,low,68163,3.56,large,8.0,3.53,2025-06-01
Titanium,Chrome plated,18.4,1.412,U-profil,0.07903050540725384,high,49004,3.27,micro,7.0,3.87,2025-10-17
Aluminium,Phosphated,17.9,1.322,Hakprofilslist,0.130291364310726,low,51005,3.09,micro,4.0,3.83,2025-09-25
Copper,Electroplated,36.8,0.942,Pärlspont,0.08259182282286873,high,32855,3.17,micro,2.0,4.15,2025-05-31
Lead,Hot-dip galvanized,31.2,1.389,Kopplingsprofil,0.18776972453698132,high,53623,2.94,micro,5.0,3.79,2025-07-26
Steel,Electroplated,34.9,0.944,Baslister,0.11329716013299163,low,103268,4.02,small,10.0,2.91,2025-09-12
Steel,Chrome plated,36.1,1.144,Fönsterbleck,0.08878750391395651,low,99222,3.38,medium,3.0,2.98,2025-12-19
Zinc,Anodized,29.0,0.967,J-profil,0.1575856247931946,medium,86215,2.57,medium,4.0,3.21,2025-05-21
Brass,Plasma sprayed,27.7,1.468,Karmprofil,0.10873194022996845,high,141843,2.58,small,3.0,2.23,2025-12-09
Nickel,Chrome plated,25.7,5.173416,H-profil,0.06334429903768361,medium,42919,4.1,large,3.0,3.98,2025-12-24
Brass,Polished,23.1,1.194,Kilspår,0.1359797360825799,low,104690,2.9,large,11.0,2.88,2025-04-06
Nickel,Chrome plated,25.8,1.653,T-profil,0.1365970123385959,high,140800,3.83,medium,12.0,2.24,2025-08-15
Brass,Electroplated,33.6,1.023,Fönsterbåge,0.14837852181438724,medium,146637,2.64,large,12.0,2.14,2025-07-12
Lead,Wet painted,29.7,1.3,Fönsterbleck,0.09471884304907571,medium,91574,4.01,medium,9.0,3.11,2025-10-30
Copper,Brushed,36.4,1.219,L-profil,0.11289088636178507,medium,105473,3.94,medium,4.0,2.87,2025-11-10
Copper,Wet painted,26.0,0.854,Doldbeslag,0.09683669322079443,low,53525,3.46,small,8.0,3.79,2025-04-28
Aluminium,Electroplated,29.8,1.559,Hakprofil,0.0611561771318754,low,143566,2.56,large,9.0,2.2,2025-01-05
Tin,Brushed,30.3,0.9,Isolerprofil,0.18370253979649245,low,59039,2.96,small,4.0,3.69,2025-12-18
Copper,Polished,29.4,1.269,Rörprofil,0.15253355331195298,high,80008,3.2,medium,3.0,3.32,2025-08-31
Copper,Plasma sprayed,32.0,1.348,Mittpost,0.09481625178723134,low,160341,3.28,medium,9.0,1.9,2025-01-21
Titanium,Phosphated,21.2,5.173416,Skruvkanal,0.15103820211971272,high,85319,3.02,medium,4.0,3.23,2025-06-01
Titanium,Blackening,27.6,1.464,Hakprofilslist,0.06586537248620924,medium,108454,2.6,micro,8.0,2.82,2025-05-08
Aluminium,Electroplated,18.1,1.068,Fönsterbleck,0.18648080949260604,medium,134397,3.49,micro,2.0,2.36,2025-05-04
Tin,Hot-dip galvanized,24.6,0.846,Karmprofil,0.07031089632763349,low,39673,3.38,micro,,4.03,2025-05-26
Zinc,Electroplated,27.0,1.496,Ytterram,0.05,medium,67581,3.0,small,10.0,3.54,2025-10-04
Titanium,Electroplated,30.8,1.325,Fönsterbleck,0.13504756700054307,low,52487,2.61,medium,4.0,3.81,2025-11-06
Zinc,Brushed,37.7,1.599,Ventilationslister,0.13517330074061415,high,100163,4.13,large,8.0,2.96,2025-06-01
Iron,Powder coated,29.6,1.585,Skenprofil,0.134603869609104,medium,130227,3.32,small,7.0,2.43,2025-12-26
Titanium,Chrome plated,32.9,1.605,Hakprofil,0.06760157197710556,low,139413,3.75,small,9.0,2.27,2025-04-21
Lead,Powder coated,27.4,1.279,Korsprofil,0.10575039826363748,medium,116385,3.27,small,4.0,2.68,2025-04-26
Tin,Polished,30.4,1.141,Baslister,0.1355577869852674,medium,150296,2.62,large,4.0,2.08,2025-07-07
Aluminium,Hot-dip galvanized,17.4,1.558,Ytterram,0.07618394568083688,low,71520,3.04,medium,5.0,3.47,2025-02-26
Iron,Plasma sprayed,21.6,1.248,Ramlist,0.16642328333795195,medium,155055,3.06,micro,4.0,1.99,2025-09-08
Tin,Anodized,24.1,1.004,Pärlspont,0.062121373965844044,medium,39942,3.88,medium,10.0,4.03,2025-05-30
Lead,Polished,26.7,1.616,Ventilationslister,0.10804338994667127,medium,112271,3.59,medium,12.0,2.75,2025-06-11
Tin,Anodized,16.8,1.641,H-profil,0.1413038058581802,medium,87856,2.99,small,5.0,3.18,2025-04-30
Lead,Anodized,19.0,1.262,Kantprofil,0.07828888520670271,high,66060,4.09,small,7.0,3.57,2025-03-11
Lead,Plasma sprayed,22.1,0.906,Hörnvinkel,0.13444039385451476,medium,70492,3.06,small,9.0,3.49,2025-12-17
Zinc,Wet painted,38.2,1.19,Avvattningsprofil,0.17214524077332657,medium,156557,4.14,micro,12.0,1.97,2025-04-09
Brass,Powder coated,23.4,1.569,Fönsterbåge,0.07869470604589889,low,36681,4.13,micro,9.0,4.09,2025-06-16
Iron,Electroplated,26.9,1.659,Pärlspont,0.19352036833881583,high,128883,2.85,micro,6.0,2.45,2025-10-25
Tin,Phosphated,20.3,1.023,Isolerprofil,0.13847088189145995,low,51858,3.05,medium,,3.82,2025-05-31
Nickel,Anodized,29.9,0.898,Tätningslist,0.09100139605912362,low,63082,3.32,small,7.0,3.62,2025-11-22
Iron,Hot-dip galvanized,22.2,1.636,Vinkellist,0.13186154248584525,low,37082,3.61,large,11.0,4.08,2025-01-02
Brass,Polished,20.5,1.192,Karmprofil,0.10224022175153596,high,123717,3.39,medium,8.0,2.55,2025-06-01
Iron,Wet painted,27.7,1.331,Kantprofil,0.15547864307262502,low,87012,4.09,micro,11.0,3.2,2025-12-31
Copper,Anodized,15.9,1.719,Foglist,0.16409574854133674,low,138064,3.7,large,,2.29,2025-03-06
Nickel,Wet painted,15.9,0.898,Clipsprofil,0.1814598769118514,low,127245,2.89,large,,2.48,2025-11-22
Brass,Wet painted,20.8,1.428,Rörprofil,0.2,medium,51762,2.72,small,,3.82,2025-03-10
Zinc,Anodized,16.6,0.905,Mittpost,0.17388286599814132,medium,92330,3.64,large,8.0,3.1,2025-05-01
Tin,Brushed,18.2,1.179,Kantskydd,0.14512845817781628,high,100819,2.8,micro,6.0,2.95,2025-04-19
Steel,Chrome plated,23.6,1.569,Ventilationslister,0.10273563102187758,high,88711,3.8,small,,3.17,2025-11-12
Brass,Hot-dip galvanized,34.3,1.232,Kantskydd,0.13453533464625195,medium,87506,3.04,large,3.0,3.19,2025-09-04
Aluminium,Electroplated,29.0,1.745,J-profil,0.052128068191773076,high,129769,3.07,small,8.0,2.44,2025-04-03
Tin,Electroplated,27.6,1.346,Stödprofil,0.15777504189405253,high,79250,2.57,large,7.0,3.33,2025-09-25
Brass,Hot-dip galvanized,22.5,1.13,Kantprofil,0.11363864954926353,medium,34823,3.66,medium,12.0,4.12,2025-04-13
Copper,Brushed,37.3,1.038,Hakprofil,0.05498976025775835,low,93226,2.73,medium,2.0,3.09,2025-04-22
Steel,Electroplated,24.9,1.156,Kantskydd,0.05,medium,41977,3.78,micro,5.0,3.99,2025-11-17
Copper,Wet painted,17.7,1.177,L-profil,0.11680122135963297,low,108128,3.33,medium,4.0,2.82,2025-10-31
Steel,Plasma sprayed,30.0,0.9,J-profil,0.13883968917001008,low,47389,3.8,medium,4.0,3.9,2025-12-10
Aluminium,Polished,18.4,5.173416,Distansprofil,0.10992234793216991,high,36881,3.48,medium,8.0,4.08,2025-03-03
Tin,Powder coated,23.7,1.26,Droppnäsa,0.14257187429003731,medium,44207,2.68,large,12.0,3.95,2025-10-27
Zinc,Electroplated,27.5,1.495,J-profil,0.11735883547420124,high,37909,3.77,large,11.0,4.06,2025-05-16
Copper,Hot-dip galvanized,36.0,1.435,Hakprofil,0.15708116564090846,high,83453,2.66,small,5.0,3.26,2025-02-24
Copper,Plasma sprayed,27.1,1.483,J-profil,0.07856812113103484,low,82839,3.31,large,9.0,3.27,2025-04-18
Lead,Anodized,32.0,0.845,H-profil,0.06461688671039079,high,76443,2.82,medium,12.0,3.38,2025-10-30
Steel,Chrome plated,38.7,1.035,Bottenlist,0.13036040541360538,medium,55236,3.75,large,10.0,3.76,2025-09-15
Titanium,Hot-dip galvanized,18.8,5.173416,Spröjsprofil,0.12540494903751054,high,82482,4.0,micro,4.0,3.28,2025-09-10
Tin,Wet painted,22.1,1.278,Bottenlist,0.05547810565778751,high,140561,3.43,small,6.0,2.25,2025-08-10
Steel,Chrome plated,24.9,0.842,Bottenlist,0.09429657197065315,low,143559,3.39,small,5.0,2.2,2025-06-16
Lead,Polished,25.5,1.57,Ändprofil,0.06847456770579839,medium,131824,3.76,large,11.0,2.4,2025-06-09
Iron,Polished,25.2,1.541,Glashållare,0.13628617274738064,high,127342,2.56,medium,7.0,2.48,2025-06-15
Steel,Brushed,36.7,1.337,Hörnvinkel,0.10835334259660602,low,45463,4.01,small,12.0,3.93,2025-07-24
Zinc,Phosphated,32.3,0.898,Kilspår,0.1371959274217183,high,158986,2.86,micro,11.0,1.92,2025-09-24
Tin,Brushed,29.8,1.535,Kilspår,0.1741470200163568,medium,92058,4.11,micro,5.0,3.11,2025-05-18
Lead,Plasma sprayed,22.9,1.369,Rörprofil,0.10284406105275849,high,78357,3.72,small,9.0,3.35,2025-12-12
Iron,Chrome plated,34.8,1.549,Skenprofil,0.19538127383426834,high,44837,3.78,medium,4.0,3.94,2025-09-05
Nickel,Phosphated,37.8,1.522,J-profil,0.1264197106809238,low,54719,3.59,medium,12.0,3.77,2025-02-24
Lead,Anodized,34.7,1.569,Skruvkanal,0.1294546379025031,high,74878,3.3,large,,3.41,2025-07-28
Nickel,Wet painted,15.8,1.309,Ändprofil,0.14767026966777771,medium,107291,3.46,large,2.0,2.84,2025-01-17
Tin,Chrome plated,30.5,0.965,Karmlist,0.13721734733957952,medium,153511,2.62,small,7.0,2.02,2025-03-09
Copper,Brushed,16.9,1.449,Tätningslist,0.11228015927998276,high,155062,3.54,large,12.0,1.99,2025-05-13
Lead,Powder coated,21.7,1.402,Droppnäsa,0.1142784995553116,high,106899,3.55,large,6.0,2.84,2025-07-07
Aluminium,Blackening,17.1,1.513,Kantprofil,0.05195188599398271,medium,33134,3.97,large,9.0,4.15,2025-11-04
Nickel,Phosphated,29.7,0.992,Stödprofil,0.06180308341814529,high,64514,3.35,micro,10.0,3.59,2025-05-18
Zinc,Phosphated,31.6,1.015,T-profil,0.1022563960242169,low,125234,2.67,large,9.0,2.52,2025-06-23
Aluminium,Wet painted,18.4,1.648,Ytterram,0.09741270113457885,medium,156098,3.04,small,9.0,1.97,2025-04-07
Brass,Electroplated,24.6,1.52,Hörnvinkel,0.10119404826349132,medium,132328,3.59,medium,4.0,2.39,2025-06-20
Brass,Polished,26.3,1.664,Anslagslist,0.0745315184850325,high,153586,2.93,large,5.0,2.02,2025-06-03
Iron,Polished,24.3,1.528,Mittpost,0.15869447885832103,high,34713,3.0,medium,,4.12,2025-07-02
Copper,Powder coated,18.5,1.381,Glashållare,0.17482792228022515,high,41805,3.85,large,5.0,3.99,2025-08-30
Tin,Plasma sprayed,25.4,1.433,F-profil,0.19533344816307704,high,152981,3.48,small,12.0,2.03,2025-10-31
Lead,Plasma sprayed,33.1,1.647,Tätningslist,0.12262199457188859,high,135102,3.36,micro,6.0,2.34,2025-10-12
Titanium,Anodized,17.4,1.364,Z-profil,0.16589872366299863,high,34405,3.06,small,10.0,4.13,2025-01-27
Zinc,Chrome plated,17.6,1.413,H-profil,0.18142246532080927,low,100404,3.71,micro,10.0,2.96,2025-12-26
Nickel,Blackening,23.9,0.98,Clipsprofil,0.10616849084492695,medium,160603,3.01,large,11.0,1.89,2025-03-01
Tin,Hot-dip galvanized,37.5,1.269,Ytterram,0.09500961864579217,low,139934,3.72,large,2.0,2.26,2025-07-21
Aluminium,Electroplated,31.2,1.49,Z-profil,0.17770888728755985,low,147197,2.66,micro,9.0,2.13,2025-09-07
Brass,Brushed,31.4,1.084,Korsprofil,0.13022597463918703,high,90708,3.92,small,2.0,3.13,2025-12-28
Zinc,Hot-dip galvanized,24.1,1.021,Stödprofil,0.11454506625183837,medium,69979,3.34,small,3.0,3.5,2025-03-10
Titanium,Hot-dip galvanized,29.5,1.123,Bottenlist,0.0829635363613545,low,149208,3.25,micro,8.0,2.1,2025-01-21
Lead,Phosphated,16.0,1.057,Kantskydd,0.06731575547480301,high,147221,3.52,large,9.0,2.13,2025-06-01
Iron,Powder coated,30.4,1.033,Ändprofil,0.17686378341359024,high,131396,3.54,micro,2.0,2.41,2025-04-12
Titanium,Polished,36.9,1.224,Kantprofil,0.1459758493075055,medium,112031,2.76,large,4.0,2.75,2025-04-05
Zinc,Anodized,29.9,1.664,Clipsprofil,0.1000855416239755,low,144505,3.75,micro,8.0,2.18,2025-12-27
Titanium,Plasma sprayed,35.9,1.299,Hakprofil,0.09024076240492744,low,97431,2.99,large,10.0,3.01,2025-08-17
Zinc,Blackening,32.5,1.008,T-profil,0.1320725141151927,low,96580,3.99,micro,9.0,3.03,2025-05-05
Zinc,Powder coated,18.5,0.907,Tätningslist,0.12791007546746871,high,48062,3.85,medium,9.0,3.88,2025-09-15
Steel,Phosphated,36.6,1.471,Glasningslist,0.07905631793190507,medium,150098,3.1,large,10.0,2.08,2025-11-18
Nickel,Brushed,17.3,1.186,Hörnvinkel,0.17658251506766967,medium,149154,3.83,small,11.0,2.1,2025-08-24
Brass,Anodized,28.1,1.586,Skruvkanal,0.06237045393867373,low,139130,3.12,micro,4.0,2.27,2025-06-11
Steel,Phosphated,19.0,1.438,Tätningslist,0.09906319017195397,high,91003,2.71,small,9.0,3.12,2025-02-11
Lead,Blackening,16.0,1.562,Doldbeslag,0.15542068495346542,low,113734,4.08,micro,2.0,2.72,2025-10-03
Steel,Polished,25.5,1.085,Täckprofil,0.0973434055482275,medium,95379,3.59,small,9.0,3.05,2025-12-19
Copper,Polished,22.6,1.468,Anslagslist,0.17977971903658738,high,53877,3.28,small,8.0,3.78,2025-03-09
Copper,Polished,27.0,1.078,Täckprofil,0.16484825726707408,low,33514,3.18,micro,9.0,4.14,2025-06-22
Brass,Powder coated,29.1,1.693,Stödprofil,0.17359738163174918,low,118639,3.07,micro,2.0,2.64,2025-11-27
Titanium,Powder coated,16.7,1.417,U-profil,0.05490806940617955,high,80414,4.11,small,7.0,3.31,2025-05-05
Nickel,Plasma sprayed,18.6,1.133,Glaskil,0.07138216439521801,medium,121534,2.76,small,,2.58,2025-06-19
Brass,Plasma sprayed,28.7,1.083,Bottenlist,0.09880566260876163,high,95530,3.05,small,12.0,3.04,2025-02-16
Zinc,Brushed,23.7,1.011,Glaskil,0.13312154630280787,low,155463,3.32,large,,1.98,2025-09-18
Aluminium,Blackening,32.6,1.47,Kilspår,0.16202108843363633,low,65280,3.31,large,6.0,3.58,2025-08-05
Nickel,Anodized,30.8,1.036,Bottenlist,0.17469357136454197,low,99494,3.3,medium,8.0,2.97,2025-11-01
Nickel,Wet painted,35.3,1.379,L-profil,0.15855803093765072,low,110106,2.83,large,12.0,2.79,2025-05-04
Zinc,Wet painted,31.8,1.078,Pärlspont,0.18708306185471996,medium,144633,2.78,large,4.0,2.18,2025-10-20
Zinc,Phosphated,25.7,1.44,Korsprofil,0.16699794276941873,low,70092,2.96,micro,7.0,3.49,2025-06-11
Iron,Polished,31.3,1.579,Z-profil,0.10049620951107202,low,78107,4.0,medium,8.0,3.35,2025-07-20
Brass,Anodized,22.1,1.546,Kopplingsprofil,0.09421937326483885,medium,156597,2.73,medium,2.0,1.96,2025-10-02
Zinc,Hot-dip galvanized,22.8,1.53,H-profil,0.15211444269996904,medium,157566,3.75,large,3.0,1.95,2025-07-25
Copper,Powder coated,34.0,1.008,Spröjsprofil,0.08875065536213667,medium,54601,3.75,micro,,3.77,2025-02-09
Lead,Chrome plated,26.1,0.918,Kantskydd,0.06874129422717372,high,37441,3.84,micro,9.0,4.07,2025-09-30
Aluminium,Electroplated,34.2,1.474,Glasningslist,0.140394071381775,high,148782,3.96,medium,12.0,2.1,2025-07-07
Brass,Brushed,34.8,1.173,F-profil,0.15999733741467664,high,136592,2.97,micro,11.0,2.32,2025-12-21
Tin,Polished,35.6,1.231,Mittpost,0.05,high,155284,2.91,small,7.0,1.99,2025-04-03
Copper,Polished,36.9,0.866,Dekorlist,0.16519907702821782,low,46077,3.29,large,2.0,3.92,2025-02-11
Titanium,Blackening,25.7,1.074,Kantskydd,0.17557924676160963,medium,70646,2.97,small,11.0,3.48,2025-04-17
Zinc,Polished,23.1,0.868,Ytterram,0.12686772998810164,medium,87003,3.72,medium,6.0,3.2,2025-11-24
Tin,Powder coated,29.2,1.638,Vinkellist,0.06649592275229141,low,127277,3.56,medium,8.0,2.48,2025-03-06
Zinc,Powder coated,24.3,1.059,Kilspår,0.07902247310247822,low,80119,3.94,micro,,3.32,2025-12-31
Nickel,Electroplated,29.6,1.345,Doldbeslag,0.1700120176198202,high,60769,2.68,micro,10.0,3.66,2025-11-05
Copper,Hot-dip galvanized,32.1,0.873,Karmprofil,0.16260968210386104,high,36145,4.0,medium,9.0,4.1,2025-05-15
Nickel,Anodized,31.7,1.445,Pärlspont,0.1880396608153725,low,142486,3.02,medium,5.0,2.21,2025-01-24
Iron,Polished,24.4,1.131,Hörnvinkel,0.12370247286916536,high,55590,3.33,small,12.0,3.75,2025-01-28
Nickel,Wet painted,19.6,1.655,Täckprofil,0.0680222114550228,medium,144851,3.25,small,6.0,2.17,2025-03-03
Iron,Plasma sprayed,25.7,1.646,U-profil,0.07239495693866056,low,62999,3.76,micro,8.0,3.62,2025-09-30
Iron,Blackening,19.0,1.134,Dekorlist,0.15958637356878105,low,76552,3.22,small,9.0,3.38,2025-08-17
Tin,Blackening,36.3,1.658,Kilspår,0.08317476913160624,medium,130982,4.05,micro,6.0,2.42,2025-01-20
Zinc,Wet painted,23.7,1.745,Rörprofil,0.09401221964184708,medium,35593,3.99,micro,10.0,4.1,2025-01-03
Titanium,Phosphated,19.3,1.589,H-profil,0.12166581470339936,high,150317,3.94,large,11.0,2.08,2025-08-06
Nickel,Wet painted,16.3,1.607,Karmlist,0.05307756713637453,high,151796,2.66,micro,5.0,2.05,2025-11-03
Copper,Phosphated,30.7,1.064,Kopplingsprofil,0.09314505615120272,low,142234,3.91,small,5.0,2.22,2025-05-16
Iron,Chrome plated,30.5,1.362,Bottenlist,0.10557229715010129,high,89389,3.79,medium,9.0,3.15,2025-01-03
Zinc,Plasma sprayed,23.6,0.899,Anslagslist,0.09943621872456666,medium,144264,2.71,medium,2.0,2.18,2025-07-12
Aluminium,Blackening,17.4,0.924,Glasningslist,0.06579714385816571,high,48908,2.72,small,9.0,3.87,2025-03-14
Brass,Wet painted,25.2,1.747,Skruvkanal,0.16379053458198706,medium,98573,2.71,medium,6.0,2.99,2025-12-27
Tin,Chrome plated,22.9,1.135,Anslagslist,0.18227077483408283,high,48919,2.57,micro,12.0,3.87,2025-04-28
Titanium,Brushed,31.4,1.519,T-profil,0.08004599584042485,high,110306,3.42,medium,2.0,2.78,2025-06-03
Steel,Anodized,29.7,1.572,Droppnäsa,0.16322032934162353,medium,147699,4.1,small,5.0,2.12,2025-07-28
Tin,Chrome plated,24.2,1.619,Spröjsprofil,0.10087098226747816,high,120208,3.25,medium,3.0,2.61,2025-02-03
Aluminium,Anodized,20.8,1.746,H-profil,0.1271089329369633,low,113953,3.41,micro,5.0,2.72,2025-05-17
Brass,Wet painted,38.6,1.057,L-profil,0.1797207180414562,high,47079,4.09,micro,9.0,3.9,2025-11-14
Aluminium,Hot-dip galvanized,26.2,0.874,Innerbåge,0.1497540376121874,high,83340,2.96,small,6.0,3.26,2025-04-30
Nickel,Chrome plated,31.7,1.212,Pärlspont,0.15646126196758664,low,127130,3.91,small,2.0,2.49,2025-04-25
Iron,Plasma sprayed,19.0,0.956,Skenprofil,0.06324204075233124,medium,88625,3.42,small,8.0,3.17,2025-01-13
Titanium,Wet painted,27.0,0.858,Bottenlist,0.053117119593351796,high,148247,3.46,large,2.0,2.11,2025-03-10
Lead,Polished,16.4,1.166,Skenprofil,0.17948067707584492,high,53930,3.1,large,10.0,3.78,2025-11-29
Iron,Powder coated,27.4,1.551,Fönsterbleck,0.10650820995435277,medium,137875,3.44,micro,4.0,2.3,2025-09-14
Lead,Chrome plated,38.0,1.353,Ändprofil,0.10490908057884911,medium,147736,2.67,large,4.0,2.12,2025-03-30
Brass,Plasma sprayed,24.6,1.122,U-profil,0.14720281319627546,high,44478,3.77,large,7.0,3.95,2025-02-16
Zinc,Brushed,16.6,1.433,Bottenlist,0.17650118643118876,low,52235,3.0,medium,11.0,3.81,2025-09-17
Steel,Polished,16.4,1.049,J-profil,0.16377185097787017,low,79558,3.96,large,7.0,3.33,2025-08-16
Copper,Brushed,24.7,0.85,Skarvprofil,0.10006369009364881,medium,55084,3.13,medium,12.0,3.76,2025-06-29
Iron,Wet painted,19.4,1.533,Bottenlist,0.18559278714511734,medium,96022,2.78,small,12.0,3.04,2025-01-10
Titanium,Powder coated,16.3,1.405,Hakprofilslist,0.0678300977889732,low,55327,3.66,medium,7.0,3.76,2025-10-11
Aluminium,Chrome plated,33.2,1.532,Ramlist,0.0627031131378409,high,128844,2.81,medium,2.0,2.46,2025-05-06
