Alloy,Finish,Length,Weight,Tolerances,GD_T,Order_Quantity,LME_price,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date,Profile_Name,Profile_Complexity,Manufacturing_Difficulty,LME_MA_7,LME_Lag_1
4.0,3.0,38.7,1.703,0.142,0.0,33920,3.55,0.0,4.0,4.28,2025-06-30,3.2014768663798443,0.938119617430212,2,3.322857142857143,4.08
1.0,5.0,16.3,1.454,0.122,1.0,128564,3.69,0.0,8.0,2.4,2025-06-30,3.034301951522985,1.597442510719085,3,3.4385714285714286,3.55
2.0,6.0,38.6,1.378,0.174,2.0,80079,2.71,1.0,3.0,3.42,2025-06-30,3.0154098177212205,1.1508858616117006,3,3.397142857142857,3.69
3.0,1.0,25.0,0.937,0.108,1.0,129682,3.66,0.0,10.0,2.12,2025-07-01,3.037531183193787,1.5471433294224526,1,3.46,2.71
5.0,5.0,31.8,1.499,0.083,0.0,94815,3.83,0.0,3.0,3.0,2025-07-01,3.087997768086914,1.9598017859775454,2,3.62,3.66
0.0,7.0,19.5,1.066,0.163,0.0,82868,2.66,3.0,10.0,3.44,2025-07-02,3.016381209738393,0.6050751405836285,2,3.454285714285714,3.83
3.0,0.0,28.3,1.304,0.14,2.0,135789,2.55,1.0,2.0,2.45,2025-07-03,3.022295187311776,1.8047279722547835,3,3.235714285714286,2.66
4.0,7.0,18.2,1.572,0.144,1.0,151715,2.93,0.0,4.0,1.94,2025-07-03,2.8745017071655603,0.7154513735009693,2,3.147142857142857,2.55
3.0,6.0,18.4,1.231,0.112,0.0,77706,3.67,3.0,4.0,3.43,2025-07-03,3.1117428131408658,1.6209497203717496,2,3.144285714285714,2.93
1.0,7.0,24.9,1.112,0.097,0.0,105481,4.11,0.0,4.0,3.01,2025-07-03,3.0154098177212205,1.9638503968323993,1,3.3442857142857148,3.67
3.0,3.0,17.7,1.096,0.181,0.0,116303,3.68,3.0,3.0,2.53,2025-07-04,3.0820983132609805,1.8713447551269435,1,3.3471428571428574,4.11
5.0,2.0,31.2,1.286,0.172,0.0,65632,3.76,1.0,4.0,3.77,2025-07-04,3.012852579287133,1.5425178999557894,2,3.337142857142857,3.68
2.0,7.0,19.9,1.15,0.062,1.0,145989,3.96,2.0,3.0,2.02,2025-07-04,2.937517715389649,0.6299321422788545,2,3.5228571428571427,3.76
2.0,2.0,37.6,0.89,0.075,1.0,63033,3.73,2.0,4.0,3.8,2025-07-05,3.014675390930565,0.5849075897022796,2,3.6914285714285713,3.96
1.0,0.0,16.3,1.289,0.096,2.0,123829,2.64,2.0,4.0,2.4,2025-07-05,2.941214429166024,1.29323644194024,2,3.65,3.73
1.0,3.0,24.9,1.456,0.138,0.0,109897,3.51,3.0,4.0,2.56,2025-07-05,3.087997768086914,0.8759695141831656,3,3.627142857142857,2.64
4.0,1.0,31.0,1.615,0.142,0.0,147458,2.66,0.0,8.0,2.06,2025-07-06,3.013513887499976,1.8956538787971122,1,3.4200000000000004,3.51
1.0,7.0,23.9,1.561,0.073,2.0,49782,3.48,1.0,4.0,4.05,2025-07-06,2.941214429166024,1.2586035230579913,3,3.391428571428571,2.66
2.0,0.0,19.2,1.255,0.088,1.0,155163,2.63,2.0,10.0,1.98,2025-07-06,2.99752,1.1653514909438418,1,3.23,3.48
4.0,6.0,28.1,1.237,0.071,2.0,41883,4.14,0.0,5.0,3.75,2025-07-06,3.09652277694896,1.0004705492398607,2,3.255714285714286,2.63
0.0,2.0,35.9,1.616,0.137,2.0,89565,2.61,3.0,10.0,3.35,2025-07-07,3.0831076548036767,1.809779959995129,2,3.0957142857142856,4.14
3.0,0.0,33.4,1.557,0.176,0.0,149869,3.64,1.0,5.0,1.8,2025-07-08,3.041944162037055,1.664984417629166,3,3.2385714285714284,2.61
4.0,2.0,30.6,0.957,0.127,0.0,124582,4.13,1.0,7.0,2.52,2025-07-08,3.034301951522985,1.1879714343650112,1,3.327142857142857,3.64
2.0,6.0,26.8,1.477,0.115,0.0,78805,3.48,2.0,4.0,3.06,2025-07-09,3.0962788541735726,1.731464463730039,3,3.4442857142857144,4.13
1.0,7.0,30.1,1.581,0.073,1.0,142584,3.42,1.0,6.0,2.09,2025-07-10,3.0025806634131804,0.5795196920131258,1,3.435714285714286,3.48
4.0,4.0,18.3,0.965,0.192,2.0,83434,2.73,1.0,4.0,3.33,2025-07-10,2.941214429166024,1.5781928685989361,2,3.45,3.42
5.0,3.0,36.1,1.704,0.131,1.0,88621,2.67,2.0,7.68,3.15,2025-07-10,3.012852579287133,1.5630235014951297,3,3.24,2.73
0.0,3.0,32.1,1.488,0.099,1.0,137589,3.79,1.0,11.0,2.19,2025-07-11,3.021062726997556,0.9552770454180303,3,3.4085714285714284,2.67
5.0,3.0,32.5,1.633,0.196,2.0,47473,2.77,2.0,10.0,4.03,2025-07-11,3.037531183193787,1.2962738684316482,1,3.2842857142857143,3.79
3.0,5.0,36.3,1.351,0.069,2.0,138470,3.83,0.0,3.0,1.99,2025-07-11,2.941214429166024,1.7491672473785995,1,3.2414285714285715,2.77
5.0,0.0,37.4,0.96,0.139,1.0,55650,3.55,1.0,10.0,3.91,2025-07-11,2.971753113841859,1.1603416379063303,2,3.251428571428572,3.83
4.0,6.0,17.4,0.989,0.069,2.0,36049,3.16,1.0,6.0,3.91,2025-07-11,2.9637103005195686,0.9054750924027183,2,3.2142857142857144,3.55
2.0,6.0,25.0,0.846,0.18,1.0,160204,4.02,3.0,4.0,2.05,2025-07-12,3.037531183193787,0.9073115740337228,3,3.398571428571429,3.16
2.0,2.0,36.6,1.606,0.123,0.0,37719,3.77,2.0,6.44,4.32,2025-07-13,3.013513887499976,1.1489523356066151,3,3.5557142857142856,4.02
3.0,0.0,37.6,1.099,0.149,2.0,34206,2.73,2.0,9.0,3.92,2025-07-13,3.0025806634131804,1.7667329633772824,3,3.404285714285714,3.77
2.0,0.0,26.3,1.479,0.198,1.0,70221,2.92,1.0,11.0,3.41,2025-07-13,2.9937236900826454,1.8414168407544644,2,3.4257142857142857,2.73
5.0,7.0,17.8,1.536,0.109,0.0,55910,3.2,1.0,11.0,3.87,2025-07-14,3.0582575898647795,1.2464059565481325,3,3.3357142857142854,2.92
2.0,3.0,30.0,1.069,0.159,1.0,79963,3.16,1.0,2.0,3.3,2025-07-14,3.062259065444224,1.1524652271083484,1,3.28,3.2
5.0,1.0,16.2,1.364,0.189,0.0,69683,2.95,1.0,6.0,3.61,2025-07-14,3.062259065444224,1.4675906922433706,1,3.25,3.16
2.0,3.0,38.1,0.894,0.084,1.0,148388,3.22,3.0,2.0,2.18,2025-07-15,2.937517715389649,1.8459910051362134,3,3.135714285714286,2.95
0.0,7.0,23.8,1.478,0.139,2.0,56663,3.42,0.0,8.0,3.68,2025-07-15,2.9550344537328104,1.2940082435679496,3,3.0857142857142854,3.22
2.0,4.0,38.6,1.101,0.148,0.0,93492,3.92,2.0,4.0,2.98,2025-07-15,3.0025806634131804,1.05081565793676,1,3.255714285714286,3.42
3.0,0.0,21.1,1.481,0.16,2.0,118622,2.63,0.0,5.0,2.72,2025-07-16,3.0025806634131804,0.7740676620017453,1,3.2142857142857144,3.92
0.0,4.0,17.9,1.331,0.159,1.0,129672,3.16,1.0,9.0,2.41,2025-07-16,3.2014768663798443,1.1257362696298823,1,3.2085714285714286,2.63
4.0,2.0,18.1,1.432,0.143,1.0,75839,3.26,2.0,11.0,3.36,2025-07-16,3.016381209738393,1.0423343943370171,3,3.2228571428571438,3.16
4.0,7.0,18.7,1.709,0.187,2.0,103929,2.81,1.0,12.0,2.87,2025-07-16,3.013266410547321,1.8653287706304889,3,3.2028571428571424,3.26
3.0,4.0,22.8,1.612,0.12,0.0,118245,4.08,3.0,5.0,2.52,2025-07-17,3.014675390930565,1.7962947243974674,3,3.325714285714286,2.81
0.0,3.0,26.5,1.521,0.075,2.0,79899,3.0,3.0,12.0,3.29,2025-07-17,3.0115077099347927,0.6390647679363355,3,3.2657142857142856,4.08
1.0,6.0,18.0,1.412,0.194,2.0,67229,3.3,3.0,2.0,3.65,2025-07-18,3.014675390930565,0.6474874158173733,2,3.177142857142857,3.0
4.0,5.0,22.0,1.358,0.19,2.0,65188,3.04,0.0,10.0,3.55,2025-07-18,3.011032233730564,1.9137045966697848,2,3.2357142857142853,3.3
5.0,4.0,19.4,0.9,0.141,2.0,110290,2.58,2.0,4.0,2.77,2025-07-19,3.037531183193787,1.1028505886640865,3,3.152857142857143,3.04
5.0,2.0,19.5,1.57,0.101,0.0,134800,3.57,1.0,10.0,2.49,2025-07-19,2.9637103005195686,0.9666935254932905,3,3.197142857142857,2.58
0.0,3.0,32.1,1.437,0.084,2.0,67131,3.58,1.0,8.0,3.62,2025-07-19,3.034301951522985,1.7295147167325173,1,3.307142857142857,3.57
1.0,4.0,18.7,1.2765,0.098,2.0,91538,2.62,1.0,12.0,3.11,2025-07-19,3.10689643256313,1.4605366013906727,1,3.0985714285714288,3.58
4.0,1.0,22.0,0.94,0.195,1.0,59056,4.04,0.0,11.0,3.91,2025-07-21,3.016381209738393,1.9496692776565145,2,3.247142857142857,2.62
2.0,7.0,21.7,1.449,0.058,0.0,159077,3.23,0.0,12.0,1.83,2025-07-22,3.022545908717656,1.5578100352231714,3,3.237142857142857,4.04
4.0,7.0,24.9,1.232,0.098,2.0,67330,3.4,3.0,11.0,3.16,2025-07-22,3.0025806634131804,1.415973237480578,2,3.2885714285714287,3.23
2.0,1.0,31.5,1.094,0.064,1.0,79005,3.43,2.0,11.0,3.25,2025-07-22,2.971753113841859,0.8471894313808682,2,3.41,3.4
0.0,2.0,33.7,0.869,0.125,1.0,88977,2.84,2.0,11.0,2.93,2025-07-23,3.0025806634131804,1.2090839935024702,2,3.3057142857142856,3.43
1.0,4.0,35.2,1.219,0.139,1.0,160198,2.79,2.0,5.0,1.82,2025-07-23,2.971753113841859,1.615446060531084,2,3.192857142857143,2.84
3.0,6.0,31.7,1.242,0.073,1.0,85763,3.14,2.0,12.0,3.24,2025-07-24,3.021062726997556,0.971905496389565,2,3.2671428571428573,2.79
5.0,0.0,18.2,1.405,0.141,2.0,71126,3.45,1.0,4.0,3.81,2025-07-25,2.9937236900826454,0.545561344669816,2,3.1828571428571424,3.14
0.0,6.0,21.2,1.501,0.055,2.0,140403,3.65,1.0,6.0,2.27,2025-07-26,3.034301951522985,1.5775409154401576,2,3.2428571428571438,3.45
3.0,5.0,31.8,1.624,0.093,0.0,69828,2.93,0.0,12.0,3.49,2025-07-26,3.1074473460558387,0.5242487065997081,2,3.1757142857142857,3.65
4.0,2.0,35.9,1.27,0.163,2.0,158640,3.96,2.0,7.0,2.02,2025-07-26,3.011032233730564,0.5741338700583988,1,3.251428571428572,2.93
5.0,5.0,16.4,1.366,0.17,2.0,43050,3.62,0.0,6.0,3.54,2025-07-27,3.020723950915925,1.0050925957792136,3,3.3628571428571425,3.96
3.0,7.0,20.4,1.33,0.122,2.0,160706,3.83,3.0,6.0,1.82,2025-07-27,2.99752,1.4863902008181307,2,3.511428571428572,3.62
0.0,1.0,19.0,1.415,0.116,1.0,65291,2.87,2.0,12.0,3.74,2025-07-27,3.013513887499976,0.5197396130038514,1,3.4728571428571438,3.83
2.0,2.0,36.7,1.065,0.197,0.0,78190,3.08,1.0,4.0,3.11,2025-07-27,3.2014768663798443,1.3944542986699877,1,3.4200000000000004,2.87
0.0,3.0,31.5,1.074,0.077,0.0,114199,3.28,2.0,4.0,2.82,2025-07-29,3.0831076548036767,1.7159637091206168,1,3.367142857142857,3.08
3.0,5.0,18.8,1.335,0.062,1.0,160017,3.37,1.0,10.0,2.0,2025-07-29,3.020723950915925,1.4614578456097473,3,3.43,3.28
4.0,4.0,38.3,1.598,0.116,1.0,106533,3.63,3.0,9.0,2.94,2025-07-30,2.941214429166024,1.7628498669629145,3,3.382857142857143,3.37
1.0,3.0,26.0,1.619,0.092,0.0,89220,3.3,2.0,9.0,3.34,2025-07-30,3.0820983132609805,0.9998609224627117,2,3.337142857142857,3.63
4.0,0.0,30.5,1.264,0.107,2.0,46416,3.44,0.0,5.0,4.37,2025-07-30,2.9604674090272924,0.8879281054939034,2,3.281428571428571,3.3
5.0,0.0,32.6,1.623,0.179,0.0,141681,3.17,3.0,6.0,2.3,2025-07-30,3.0582575898647795,1.5588809339939387,3,3.3242857142857147,3.44
4.0,5.0,37.0,1.034,0.072,0.0,42495,3.6,2.0,12.0,4.0,2025-07-31,3.012852579287133,0.606300981328952,1,3.398571428571429,3.17
1.0,4.0,38.3,1.197,0.137,2.0,98562,3.51,3.0,3.0,2.81,2025-07-31,3.10689643256313,1.6920933492177195,1,3.4314285714285715,3.6
2.0,6.0,27.3,1.704,0.129,2.0,118973,3.23,3.0,11.0,2.42,2025-08-01,3.07952790794112,1.8082804839809232,2,3.411428571428572,3.51
4.0,0.0,25.5,0.898,0.068,2.0,131573,3.52,3.0,6.0,2.4,2025-08-01,3.09652277694896,1.4411051349728874,1,3.395714285714285,3.23
4.0,5.0,20.1,1.095,0.053,1.0,150923,2.78,3.0,2.0,1.95,2025-08-01,2.994224845840621,1.820485901485266,3,3.321428571428572,3.52
0.0,6.0,37.6,1.363,0.086,1.0,70745,3.02,3.0,5.0,3.63,2025-08-02,3.012852579287133,0.9749240478251786,3,3.261428571428571,2.78
0.0,5.0,31.1,1.551,0.154,2.0,148184,3.94,0.0,3.0,1.86,2025-08-02,3.0115077099347927,1.5450910302336003,3,3.371428571428571,3.02
5.0,0.0,30.3,1.28,0.132,2.0,35352,4.02,3.0,2.0,4.39,2025-08-02,3.021062726997556,1.8275887403521285,3,3.4314285714285715,3.94
0.0,5.0,26.8,1.534,0.108,2.0,34551,3.83,3.0,3.0,4.18,2025-08-03,3.0820983132609805,1.8923331828181966,1,3.4771428571428564,4.02
2.0,5.0,16.9,1.14,0.197,0.0,101006,3.69,2.0,6.0,2.9,2025-08-03,3.1120282297979407,1.4921876232863307,1,3.542857142857143,3.83
2.0,1.0,35.8,1.646,0.2,1.0,62792,3.61,2.0,10.0,3.53,2025-08-03,3.041944162037055,0.8250881928560982,2,3.555714285714285,3.69
2.0,3.0,28.7,1.231,0.18,0.0,63963,2.92,1.0,3.0,3.51,2025-08-04,2.99752,1.8300321362644965,1,3.575714285714286,3.61
2.0,2.0,38.2,0.93,0.119,0.0,49697,3.31,0.0,11.0,3.75,2025-08-04,3.0582575898647795,1.8830079466612626,2,3.617142857142857,2.92
0.0,2.0,17.7,1.063,0.131,2.0,40423,3.06,2.0,12.0,3.99,2025-08-05,3.011032233730564,0.8449690028417802,1,3.491428571428571,3.31
0.0,7.0,22.9,0.952,0.176,0.0,53700,4.11,2.0,11.0,3.85,2025-08-05,3.037531183193787,0.8572689603751831,2,3.5042857142857144,3.06
2.0,6.0,30.1,0.857,0.193,0.0,149406,3.65,3.0,9.0,2.09,2025-08-05,3.0582575898647795,0.5630858735546312,2,3.4785714285714286,4.11
1.0,4.0,19.4,1.488,0.098,0.0,150471,3.96,0.0,10.0,2.03,2025-08-06,3.034301951522985,0.8862765157909895,3,3.5171428571428573,3.65
5.0,4.0,34.0,0.839,0.144,2.0,34286,3.03,1.0,4.0,4.31,2025-08-06,3.022295187311776,1.9369205163313246,1,3.434285714285714,3.96
2.0,0.0,27.0,1.57,0.161,2.0,37377,3.56,3.0,3.0,4.27,2025-08-06,3.0831076548036767,1.8912403313469213,1,3.525714285714286,3.03
2.0,1.0,26.2,1.386,0.078,0.0,53281,3.27,3.0,12.0,3.93,2025-08-07,3.087997768086914,0.7123983393177331,3,3.52,3.56
0.0,0.0,23.5,1.707,0.079,0.0,89105,3.45,1.0,10.0,3.44,2025-08-07,3.10689643256313,1.6474260843061375,2,3.575714285714285,3.27
4.0,6.0,32.1,1.254,0.079,1.0,88109,3.67,0.0,11.0,3.03,2025-08-08,3.012490712924881,1.3433135004761536,1,3.512857142857143,3.45
2.0,6.0,35.9,1.626,0.086,2.0,69446,3.39,2.0,12.0,3.31,2025-08-08,2.9937236900826454,0.9671032084090473,3,3.475714285714286,3.67
0.0,6.0,17.2,1.113,0.067,2.0,155499,3.59,0.0,7.07,1.79,2025-08-08,3.2014768663798443,1.6070579581123625,3,3.422857142857143,3.39
0.0,2.0,28.6,1.605,0.151,0.0,124527,3.65,1.0,6.0,2.68,2025-08-09,3.011032233730564,0.7415395987469389,2,3.511428571428571,3.59
5.0,0.0,25.8,1.492,0.096,2.0,39910,3.91,0.0,11.0,4.24,2025-08-09,2.9604674090272924,1.8519227841248298,2,3.5614285714285714,3.65
1.0,5.0,35.8,1.251,0.073,0.0,110494,3.01,1.0,8.0,2.56,2025-08-09,3.0820983132609805,1.789320665320425,3,3.5242857142857145,3.91
3.0,1.0,18.8,0.877,0.057,0.0,121617,3.05,3.0,5.0,2.63,2025-08-09,3.2014768663798443,1.224769952941661,1,3.467142857142857,3.01
0.0,4.0,35.2,0.907,0.14,0.0,96184,3.42,2.0,5.0,2.89,2025-08-09,3.013513887499976,1.0285029820470457,2,3.4314285714285715,3.05
2.0,2.0,34.6,1.056,0.055,1.0,114710,3.0,2.0,2.0,3.04,2025-08-10,3.021062726997556,1.6628835414950855,2,3.375714285714285,3.42
0.0,6.0,17.9,1.659,0.058,2.0,117957,3.52,0.0,10.0,2.95,2025-08-10,3.0115077099347927,1.526314127328965,3,3.3657142857142857,3.0
2.0,0.0,38.8,1.676,0.14,2.0,52690,4.14,0.0,10.0,3.78,2025-08-10,3.0820983132609805,0.7700177637157686,3,3.435714285714285,3.52
4.0,5.0,32.1,1.443,0.086,0.0,146884,3.99,0.0,6.4,2.14,2025-08-10,3.0962788541735726,0.9050667913954367,3,3.447142857142857,4.14
2.0,6.0,33.6,1.175,0.125,2.0,125206,3.11,1.0,2.0,2.58,2025-08-10,3.0280315598013106,1.2960646146838268,3,3.461428571428571,3.99
5.0,0.0,23.6,1.708,0.198,1.0,131408,3.93,0.0,2.0,2.52,2025-08-11,3.013513887499976,0.7860609656533225,1,3.587142857142857,3.11
5.0,3.0,38.3,1.673,0.112,1.0,69720,2.6,3.0,9.0,3.35,2025-08-12,3.0820983132609805,1.2085049616414523,3,3.47,3.93
2.0,1.0,38.2,1.342,0.151,0.0,101651,2.65,2.0,8.0,2.88,2025-08-12,3.2014768663798443,1.9720741156703117,1,3.4199999999999995,2.6
1.0,1.0,21.7,1.601,0.085,1.0,123309,3.5,2.0,11.0,2.76,2025-08-12,3.044509155857308,1.875686743943052,3,3.417142857142857,2.65
3.0,7.0,25.8,1.561,0.069,1.0,129652,3.12,2.0,9.0,2.55,2025-08-13,2.9604674090272924,1.052885729532332,1,3.271428571428572,3.5
5.0,5.0,20.7,1.699,0.108,0.0,42750,2.76,0.0,3.0,4.43,2025-08-13,3.1466564880282992,1.8630566985122798,2,3.095714285714286,3.12
4.0,0.0,37.0,0.93,0.069,0.0,70055,3.12,1.0,7.0,3.36,2025-08-14,3.022295187311776,1.301052396442141,3,3.097142857142857,2.76
5.0,5.0,37.8,1.256,0.116,1.0,159337,3.6,1.0,7.0,1.77,2025-08-14,2.9604674090272924,0.6268893993633993,3,3.0500000000000003,3.12
5.0,4.0,33.8,1.092,0.152,0.0,113432,3.85,3.0,3.0,2.79,2025-08-15,2.9937236900826454,0.6400366042785557,1,3.2285714285714286,3.6
0.0,0.0,24.1,1.349,0.085,1.0,143616,2.84,1.0,12.0,2.13,2025-08-15,3.0154098177212205,0.632062556212294,2,3.255714285714286,3.85
2.0,4.0,27.6,1.556,0.164,1.0,144336,3.79,1.0,5.0,2.3,2025-08-15,3.022295187311776,1.4940493535349313,3,3.2971428571428576,2.84
0.0,5.0,37.2,1.53,0.059,0.0,137733,3.94,2.0,11.0,2.11,2025-08-15,3.022545908717656,0.8537771070030622,1,3.414285714285714,3.79
2.0,6.0,33.7,1.627,0.138,1.0,156532,2.91,2.0,8.24,2.04,2025-08-15,2.9550344537328104,0.7344037768471463,2,3.435714285714286,3.94
0.0,6.0,16.6,1.21,0.14,0.0,87180,3.21,2.0,2.0,3.18,2025-08-16,3.041944162037055,0.9608419590153381,2,3.448571428571429,2.91
1.0,0.0,31.0,1.356,0.096,2.0,121351,3.35,1.0,2.0,2.61,2025-08-16,3.0962788541735726,1.0828806767022277,2,3.412857142857143,3.21
4.0,7.0,25.9,1.51,0.193,1.0,79518,3.15,1.0,9.0,3.26,2025-08-18,3.09652277694896,0.8310610875024793,3,3.3128571428571427,3.35
4.0,2.0,18.8,1.696,0.118,2.0,134811,2.65,3.0,4.0,2.12,2025-08-19,3.034301951522985,0.9778669385736494,1,3.2857142857142856,3.15
0.0,3.0,35.7,1.65,0.051,2.0,155261,2.68,2.0,10.0,1.99,2025-08-19,2.9604674090272924,1.7528316413055993,3,3.127142857142857,2.65
1.0,0.0,34.5,0.894,0.197,2.0,44524,2.79,2.0,2.0,4.08,2025-08-19,3.037531183193787,1.9219913197945222,2,2.962857142857143,2.68
3.0,1.0,16.6,1.187,0.072,2.0,100147,4.13,3.0,12.0,2.86,2025-08-19,2.9999795939529976,1.3215525259637961,1,3.137142857142857,2.79
2.0,5.0,30.4,1.45,0.171,0.0,159814,3.21,0.0,6.0,1.72,2025-08-19,3.0582575898647795,1.4412442183178078,2,3.137142857142857,4.13
0.0,7.0,28.1,1.062,0.089,1.0,33432,3.5,2.0,5.0,4.16,2025-08-20,3.1117428131408658,1.1288607372503348,1,3.1585714285714284,3.21
5.0,7.0,17.2,1.641,0.188,0.0,49239,3.95,2.0,4.0,4.2,2025-08-20,3.016381209738393,0.8385931068559418,3,3.2728571428571427,3.5
1.0,1.0,23.9,1.11,0.154,2.0,107382,2.96,1.0,8.0,2.71,2025-08-20,2.9937236900826454,0.9522711426366628,2,3.317142857142857,3.95
0.0,5.0,20.8,1.472,0.09,1.0,47905,3.64,3.0,10.0,3.59,2025-08-20,3.1120282297979407,0.6536042559734243,1,3.454285714285714,2.96
1.0,2.0,33.4,1.001,0.194,0.0,125218,3.06,0.0,3.0,2.31,2025-08-20,3.034301951522985,1.6257113480309116,2,3.492857142857143,3.64
2.0,1.0,19.5,0.854,0.186,0.0,126160,3.82,2.0,10.0,2.4,2025-08-21,3.087997768086914,1.7682047975655655,3,3.448571428571429,3.06
5.0,2.0,24.3,1.195,0.077,2.0,139392,2.58,1.0,10.0,1.9,2025-08-21,2.9604674090272924,1.3989227549955796,1,3.358571428571428,3.82
3.0,0.0,21.3,1.699,0.061,1.0,72597,2.71,1.0,2.0,3.46,2025-08-21,3.013513887499976,0.5269177198056023,3,3.2457142857142856,2.58
4.0,0.0,24.2,1.714,0.169,0.0,90104,3.6,2.0,2.0,3.13,2025-08-22,3.041944162037055,1.323083899814824,1,3.1957142857142857,2.71
0.0,4.0,21.3,1.429,0.052,1.0,114232,3.67,2.0,12.0,2.99,2025-08-22,3.07952790794112,0.8531291432970056,3,3.2971428571428567,3.6
0.0,4.0,26.1,1.19,0.129,1.0,78991,3.26,1.0,7.0,3.61,2025-08-22,3.0648188372108853,1.8060963297116805,1,3.242857142857143,3.67
5.0,1.0,19.4,1.67,0.167,1.0,147380,3.01,0.0,9.0,2.29,2025-08-22,2.8745017071655603,0.6356862057290364,3,3.2357142857142853,3.26
2.0,1.0,34.4,0.956,0.185,1.0,52569,2.68,2.0,7.0,3.79,2025-08-22,3.0831076548036767,0.9424925111686242,1,3.0728571428571425,3.01
0.0,4.0,29.1,1.375,0.159,0.0,93613,2.63,1.0,2.0,2.95,2025-08-23,3.0280315598013106,1.5054910165174666,3,3.0800000000000005,2.68
1.0,4.0,23.7,1.455,0.069,1.0,133789,2.96,1.0,8.0,2.65,2025-08-23,3.044509155857308,1.4888268147174561,2,3.1157142857142857,2.63
3.0,2.0,30.8,0.841,0.077,2.0,147606,3.34,0.0,3.0,2.11,2025-08-23,3.0154098177212205,1.359822812708707,2,3.0785714285714283,2.96
1.0,4.0,20.7,1.043,0.189,2.0,44101,3.78,1.0,11.0,3.9,2025-08-24,3.046009221581059,1.6062162868258372,1,3.0942857142857143,3.34
5.0,0.0,30.9,1.675,0.116,2.0,108598,3.94,3.0,11.0,2.86,2025-08-24,2.937517715389649,1.6516423970333636,2,3.1914285714285717,3.78
0.0,6.0,36.4,1.514,0.056,1.0,108725,2.82,2.0,11.0,2.73,2025-08-25,3.1466564880282992,1.386362396958033,2,3.164285714285714,3.94
1.0,6.0,33.5,1.016,0.059,1.0,134540,3.25,1.0,9.0,2.48,2025-08-25,3.026463940914762,0.6123329861225904,3,3.2457142857142856,2.82
1.0,3.0,25.7,0.978,0.121,2.0,118673,3.17,3.0,12.0,2.58,2025-08-26,2.937517715389649,1.409251500414272,2,3.3228571428571425,3.25
5.0,6.0,28.1,1.519,0.092,0.0,140912,2.67,2.0,2.0,2.09,2025-08-27,3.2014768663798443,1.4911136702984615,2,3.281428571428571,3.17
2.0,3.0,25.1,0.873,0.088,1.0,123656,3.9,0.0,9.0,2.39,2025-08-27,2.9637103005195686,1.1029902387925863,3,3.361428571428572,2.67
0.0,5.0,32.6,1.123,0.056,1.0,141135,3.95,1.0,7.0,2.09,2025-08-28,3.013513887499976,1.7027273280900266,3,3.3857142857142857,3.9
1.0,6.0,36.6,1.206,0.179,0.0,86701,3.14,1.0,5.0,3.16,2025-08-28,3.014675390930565,1.237741197273216,2,3.271428571428572,3.95
3.0,7.0,19.9,1.607,0.055,2.0,62761,4.03,3.0,7.0,3.53,2025-08-30,2.994224845840621,1.9443292180227412,1,3.4442857142857144,3.14
5.0,3.0,37.4,1.217,0.141,0.0,89484,2.78,3.0,3.0,3.19,2025-08-30,3.0280315598013106,1.4607869475145867,2,3.377142857142857,4.03
1.0,0.0,21.3,1.514,0.07,2.0,68704,3.71,0.0,9.0,3.82,2025-08-31,3.0962788541735726,0.781442882646807,3,3.454285714285714,2.78
1.0,6.0,29.4,1.564,0.146,0.0,57823,3.2,0.0,10.0,3.26,2025-08-31,3.022295187311776,1.238302990158423,2,3.53,3.71
3.0,4.0,36.4,1.058,0.053,0.0,91060,3.1,3.0,5.0,3.36,2025-08-31,2.8482505569999232,0.9755515003774505,3,3.415714285714286,3.2
5.0,7.0,21.2,1.098,0.052,2.0,97902,2.97,2.0,9.0,3.15,2025-08-31,3.012490712924881,1.6092031884395952,3,3.275714285714286,3.1
0.0,2.0,38.1,1.657,0.082,0.0,92986,3.09,2.0,4.0,2.85,2025-08-31,3.1120282297979407,1.7501510422979556,2,3.268571428571428,2.97
0.0,0.0,28.5,1.208,0.148,2.0,112932,3.23,0.0,10.0,2.59,2025-09-01,2.941214429166024,0.9359897939401562,3,3.154285714285714,3.09
1.0,0.0,22.6,1.376,0.158,1.0,82153,3.96,3.0,3.0,3.23,2025-09-01,3.062259065444224,0.5332446197418845,1,3.322857142857143,3.23
2.0,1.0,29.2,1.663,0.166,0.0,92402,2.7,3.0,3.0,2.84,2025-09-01,3.044509155857308,1.5912054712605195,1,3.1785714285714284,3.96
5.0,2.0,38.0,0.918,0.095,0.0,146170,4.13,2.0,7.0,1.95,2025-09-02,3.0280315598013106,1.4513780089746293,1,3.3114285714285714,2.7
4.0,2.0,36.4,1.633,0.13,1.0,80591,3.35,1.0,12.0,3.17,2025-09-02,2.9999795939529976,1.431698008437261,2,3.347142857142857,4.13
3.0,1.0,26.1,1.436,0.199,1.0,38373,4.11,3.0,8.0,4.34,2025-09-02,3.046009221581059,1.7150209142896826,3,3.51,3.35
1.0,0.0,32.5,1.479,0.173,1.0,108139,3.89,1.0,12.0,3.04,2025-09-02,3.013513887499976,0.9730037665319192,2,3.6242857142857146,4.11
4.0,3.0,29.1,1.543,0.066,1.0,131150,4.07,1.0,12.0,2.49,2025-09-02,3.043530945336403,0.5804552355677326,2,3.744285714285714,3.89
