Alloy,Finish,Length_m,Weight_kg_per_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Iron,Hot-dip galvanized,26.4,1.694,Ytterram,0.159063018159854,medium,110224,2.82,medium,9.0,2.78,2025-05-30
Iron,Plasma sprayed,35.7,1.635,Ändprofil,0.17971618079359117,medium,61632,3.51,small,8.0,3.64,2025-01-10
Brass,Wet painted,28.4,0.931,Kantskydd,0.06722957639264178,medium,79037,3.68,large,7.0,3.34,2025-11-17
Aluminium,Powder coated,24.5,1.195,Anslagslist,0.16109769854281009,medium,121331,2.58,large,6.0,2.59,2025-08-12
Brass,Wet painted,38.3,1.341,Mittpost,0.12046518731489188,high,106270,2.61,small,6.0,2.85,2025-09-21
Steel,Powder coated,18.3,1.295,Kantprofil,0.17646113833437557,medium,84252,3.99,small,11.0,3.24,2025-05-29
Tin,Powder coated,25.5,1.014,Skenprofil,0.13331659261870243,low,53291,2.67,medium,3.0,3.79,2025-10-05
Tin,Phosphated,16.7,1.619,Bottenlist,0.1370357803899216,low,59772,3.97,micro,,3.68,2025-10-01
Aluminium,Powder coated,32.9,1.454,T-profil,0.12283485007250075,high,92246,2.91,micro,9.0,3.1,2025-07-13
Zinc,Anodized,37.0,1.6,U-profil,0.12038136201077716,low,137866,3.73,micro,9.0,2.3,2025-06-21
Zinc,Hot-dip galvanized,22.2,1.619,U-profil,0.17205357903909874,low,59149,3.04,micro,12.0,3.69,2025-09-22
Copper,Brushed,35.6,1.519,Ramlist,0.14507572215471673,high,33841,3.92,micro,2.0,4.14,2025-11-06
Aluminium,Chrome plated,22.5,1.237,Sidoprofil,0.13968131191708702,medium,35065,3.66,medium,3.0,4.11,2025-01-26
Iron,Wet painted,36.8,1.393,Stödprofil,0.11451324285060493,low,75374,3.19,large,6.0,3.4,2025-12-16
Zinc,Brushed,33.2,0.983,Ytterram,0.1455046958326108,medium,135095,2.67,medium,10.0,2.35,2025-12-22
Titanium,Chrome plated,34.4,1.451,Foglist,0.15571570109444743,medium,61583,3.71,medium,,3.65,2025-01-26
Lead,Hot-dip galvanized,16.1,1.001,Glasningslist,0.17831593266951612,high,133687,3.53,medium,12.0,2.37,2025-02-03
Iron,Hot-dip galvanized,38.0,1.469,Anslagslist,0.1559969762076843,low,152344,2.55,large,12.0,2.04,2025-09-21
Steel,Wet painted,32.5,1.046,Mittpost,0.19059414900278066,medium,132461,2.56,medium,8.0,2.39,2025-05-18
Titanium,Wet painted,22.8,0.944,Skruvkanal,0.17262116560934268,high,33069,3.84,medium,11.0,4.15,2025-10-31
Titanium,Hot-dip galvanized,34.9,0.988,Glashållare,0.13661343995263056,high,50106,2.96,large,6.0,3.85,2025-07-02
Aluminium,Chrome plated,22.2,0.839,Glashållare,0.15462951320427712,medium,122818,3.56,medium,2.0,2.56,2025-12-29
Copper,Powder coated,35.9,1.492,Fönsterbleck,0.18924706459502408,low,35272,3.27,micro,7.0,4.11,2025-08-30
Steel,Plasma sprayed,18.3,1.504,Droppnäsa,0.13939377437618955,low,50556,3.92,small,9.0,3.84,2025-02-23
Zinc,Blackening,32.0,1.306,Sidoprofil,0.1747164729423787,low,136203,4.01,medium,8.0,2.33,2025-06-17
Aluminium,Electroplated,28.2,0.984,Fönsterbåge,0.154311956699652,high,157874,4.13,small,3.0,1.94,2025-04-29
Zinc,Blackening,18.0,0.913,T-profil,0.1381288124398777,medium,50953,2.79,medium,6.0,3.83,2025-05-23
Aluminium,Brushed,21.3,0.855,Kilspår,0.08637636522687007,medium,135879,3.92,medium,12.0,2.33,2025-03-22
Aluminium,Phosphated,16.0,0.988,Fönsterbleck,0.10262832220556138,medium,118969,2.97,micro,5.0,2.63,2025-09-02
Aluminium,Brushed,26.6,1.649,Z-profil,0.2,medium,71639,3.49,large,10.0,3.47,2025-12-18
Copper,Phosphated,22.7,1.057,Hakprofilslist,0.157817340531649,medium,58057,3.35,small,11.0,3.71,2025-12-24
Aluminium,Chrome plated,29.6,1.16,Ytterram,0.12259536103416231,low,135676,2.58,large,2.0,2.33,2025-03-03
Nickel,Phosphated,22.6,0.933,Anslagslist,0.18465426378828065,medium,74699,4.03,micro,7.0,3.41,2025-02-15
Lead,Wet painted,22.7,1.04,Vinkellist,0.1273100586673264,low,76313,2.67,micro,4.0,3.38,2025-03-28
Zinc,Plasma sprayed,32.9,1.31,L-profil,0.12871923327188134,medium,129905,3.64,small,12.0,2.44,2025-04-09
Iron,Plasma sprayed,16.8,1.391,Isolerprofil,0.16637572738306483,high,47006,3.8,large,10.0,3.9,2025-10-22
Brass,Wet painted,36.6,1.061,Kilspår,0.16027875335154576,high,70531,3.81,micro,6.0,3.49,2025-02-22
Steel,Anodized,35.5,0.89,Skarvprofil,0.07870289763552663,medium,60209,2.77,medium,7.0,3.67,2025-07-11
Tin,Blackening,31.2,1.193,Spröjsprofil,0.11676496848684728,low,138054,3.26,medium,12.0,2.29,2025-03-21
Copper,Chrome plated,29.5,1.051,U-profil,0.1259827908296885,medium,158077,3.87,medium,10.0,1.94,2025-01-16
Iron,Blackening,36.4,1.037,Doldbeslag,0.10929860471431023,medium,108931,3.03,large,,2.81,2025-12-26
Titanium,Anodized,20.0,1.711,Ändprofil,0.13757529683728612,high,89872,3.29,medium,9.0,3.14,2025-11-22
Nickel,Anodized,17.6,1.399,Hakprofilslist,0.11159755227070405,medium,118179,2.98,medium,10.0,2.64,2025-07-13
Tin,Brushed,21.3,1.344,Täckprofil,0.08906649446894901,low,96067,3.29,micro,5.0,3.04,2025-05-21
Brass,Hot-dip galvanized,34.1,1.216,Ramlist,0.12017971793036258,medium,58769,3.96,micro,7.0,3.69,2025-04-18
Iron,Brushed,16.5,1.228,Fönsterbleck,0.06634012567140812,low,33613,3.27,medium,6.0,4.14,2025-10-30
Tin,Hot-dip galvanized,29.2,1.33,Ytterram,0.12561083622270394,low,40147,3.43,medium,,4.02,2025-09-22
Iron,Electroplated,38.8,1.472,Foglist,0.16636519384166992,low,82522,3.19,micro,5.0,3.27,2025-10-17
Nickel,Phosphated,35.5,1.477,Hakprofil,0.16570257862279422,high,107002,3.28,small,3.0,2.84,2025-07-28
Brass,Hot-dip galvanized,27.8,0.994,Mittpost,0.09579659449410691,high,42230,2.57,large,7.0,3.99,2025-06-14
Titanium,Blackening,17.2,1.293,Kantskydd,0.06202973410563944,low,35585,3.0,large,10.0,4.1,2025-12-08
Aluminium,Wet painted,35.0,1.212,Droppnäsa,0.07805035379841811,medium,155937,3.24,micro,2.0,1.98,2025-11-16
Zinc,Brushed,29.6,1.63,Vinkellist,0.12299736260240125,low,68163,3.56,large,,3.53,2025-06-01
Titanium,Chrome plated,18.4,1.412,U-profil,0.06755858810618043,high,49004,3.27,micro,7.0,3.87,2025-10-17
Aluminium,Phosphated,17.9,1.322,Distansprofil,0.14115455673960287,low,51005,3.09,micro,4.0,3.83,2025-09-25
Copper,Electroplated,36.8,0.942,Pärlspont,0.08311445249771252,high,32855,3.17,micro,2.0,4.15,2025-05-31
Lead,Hot-dip galvanized,31.2,1.389,Kopplingsprofil,0.1796009860813663,high,53623,2.94,micro,5.0,3.79,2025-07-26
Steel,Electroplated,34.9,0.944,Baslister,0.1187840610919027,low,103268,4.02,small,10.0,2.91,2025-09-12
Steel,Chrome plated,36.1,1.144,Fönsterbleck,0.08989410210686304,low,99222,3.38,medium,3.0,2.98,2025-12-19
Zinc,Anodized,29.0,0.967,Bottenlist,0.1688745697231606,medium,86215,2.57,medium,4.0,3.21,2025-05-21
Brass,Plasma sprayed,27.7,1.468,Karmprofil,0.089323571333941,high,141843,2.58,small,3.0,2.23,2025-12-09
Nickel,Chrome plated,25.7,1.025,H-profil,0.07510137300154276,medium,42919,4.1,large,,3.98,2025-12-24
Brass,Polished,23.1,1.194,Kilspår,0.1310205052281028,low,104690,2.9,large,11.0,2.88,2025-04-06
Nickel,Chrome plated,25.8,1.653,Avvattningsprofil,0.1362150301617594,high,140800,3.83,medium,12.0,2.24,2025-08-15
Brass,Electroplated,33.6,1.023,Fönsterbåge,0.15407087808227918,medium,146637,2.64,large,12.0,2.14,2025-07-12
Lead,Wet painted,29.7,1.3,Fönsterbleck,0.08477911872903443,medium,91574,4.01,medium,9.0,3.11,2025-10-30
Copper,Brushed,36.4,1.219,L-profil,0.1251621154264425,medium,105473,3.94,medium,4.0,2.87,2025-11-10
Copper,Wet painted,26.0,0.854,Doldbeslag,0.08738747616587067,low,53525,3.46,small,8.0,3.79,2025-04-28
Aluminium,Electroplated,29.8,1.559,Hakprofil,0.06560559521685966,low,143566,2.56,large,9.0,2.2,2025-01-05
Tin,Brushed,30.3,0.9,Isolerprofil,0.17290423772394042,low,59039,2.96,small,4.0,3.69,2025-12-18
Copper,Polished,29.4,1.269,Rörprofil,0.16377619154938342,high,80008,3.2,medium,3.0,3.32,2025-08-31
Copper,Plasma sprayed,32.0,1.348,Mittpost,0.10383326063834336,low,160341,3.28,medium,9.0,1.9,2025-01-21
Titanium,Phosphated,21.2,1.41,Skruvkanal,0.14305545661194055,high,85319,3.02,medium,4.0,3.23,2025-06-01
Titanium,Blackening,27.6,1.464,Hakprofilslist,0.07009863876999513,medium,108454,2.6,micro,8.0,2.82,2025-05-08
Aluminium,Electroplated,18.1,1.068,Fönsterbleck,0.17805339447216917,medium,134397,3.49,micro,2.0,2.36,2025-05-04
Tin,Hot-dip galvanized,24.6,0.846,Karmprofil,0.07779362233522383,low,39673,3.38,micro,7.0,4.03,2025-05-26
Zinc,Electroplated,27.0,1.496,Ytterram,0.05,medium,67581,3.0,small,10.0,3.54,2025-10-04
Titanium,Electroplated,30.8,1.325,Fönsterbleck,0.12174078880395002,low,52487,2.61,medium,4.0,3.81,2025-11-06
Zinc,Brushed,37.7,1.599,Ventilationslister,0.13199400218713786,high,100163,4.13,large,8.0,2.96,2025-06-01
Iron,Powder coated,29.6,1.585,Skenprofil,0.13265278000887104,medium,130227,3.32,small,7.0,2.43,2025-12-26
Titanium,Chrome plated,32.9,1.605,Hakprofil,0.05049821336146956,low,139413,3.75,small,9.0,2.27,2025-04-21
Lead,Powder coated,27.4,1.279,Korsprofil,0.09834360622519332,medium,116385,3.27,small,,2.68,2025-04-26
Tin,Polished,30.4,1.141,Baslister,0.1263488308097384,medium,150296,2.62,large,4.0,2.08,2025-07-07
Aluminium,Hot-dip galvanized,17.4,1.558,Ytterram,0.08490116896527747,low,71520,3.04,medium,5.0,3.47,2025-02-26
Iron,Plasma sprayed,21.6,1.248,Ramlist,0.1743145065075487,medium,155055,3.06,micro,,1.99,2025-09-08
Tin,Anodized,24.1,1.004,Pärlspont,0.07207570197598273,medium,39942,3.88,medium,10.0,4.03,2025-05-30
Lead,Polished,26.7,1.616,Ventilationslister,0.1185685136154779,medium,112271,3.59,medium,12.0,2.75,2025-06-11
Tin,Anodized,16.8,1.641,H-profil,0.14857194961551715,medium,87856,2.99,small,5.0,3.18,2025-04-30
Lead,Anodized,19.0,1.262,Kantprofil,0.07910673196859785,high,66060,4.09,small,,3.57,2025-03-11
Lead,Plasma sprayed,22.1,0.906,Hörnvinkel,0.15884657624754944,medium,70492,3.06,small,9.0,3.49,2025-12-17
Zinc,Wet painted,38.2,1.19,Avvattningsprofil,0.171713048013008,medium,156557,4.14,micro,12.0,1.97,2025-04-09
Brass,Powder coated,23.4,1.569,Fönsterbåge,0.08134825050389737,low,36681,4.13,micro,9.0,4.09,2025-06-16
Iron,Electroplated,26.9,1.659,Pärlspont,0.18631569389466193,high,128883,2.85,micro,6.0,2.45,2025-10-25
Tin,Phosphated,20.3,1.023,Isolerprofil,0.13314456726971816,low,51858,3.05,medium,6.0,3.82,2025-05-31
Nickel,Anodized,29.9,0.898,Baslister,0.09035696370412,low,63082,3.32,small,7.0,3.62,2025-11-22
Iron,Hot-dip galvanized,22.2,1.636,Vinkellist,0.11613877402064378,low,37082,3.61,large,11.0,4.08,2025-01-02
Brass,Polished,20.5,1.192,Karmprofil,0.09309851906025682,high,123717,3.39,medium,8.0,2.55,2025-06-01
Iron,Wet painted,27.7,1.331,Kantprofil,0.16481889395485855,low,87012,4.09,micro,11.0,3.2,2025-12-31
Copper,Anodized,15.9,1.719,Hakprofilslist,0.17772379635130867,low,138064,3.7,large,8.0,2.29,2025-03-06
Nickel,Wet painted,15.9,0.898,Clipsprofil,0.1832093961273026,low,127245,2.89,large,5.0,2.48,2025-11-22
Brass,Wet painted,20.8,1.428,Rörprofil,0.2,medium,51762,2.72,small,7.0,3.82,2025-03-10
Zinc,Anodized,16.6,0.905,Mittpost,0.17301967403012547,low,92330,3.64,large,8.0,3.1,2025-05-01
Tin,Brushed,18.2,1.179,Kantskydd,0.13625061614223266,high,100819,2.8,micro,6.0,2.95,2025-04-19
Steel,Chrome plated,23.6,1.569,Ventilationslister,0.1033697607867941,high,88711,3.8,small,6.0,3.17,2025-11-12
Brass,Hot-dip galvanized,34.3,1.232,Kantskydd,0.1338114506687618,medium,87506,3.04,large,,3.19,2025-09-04
Aluminium,Electroplated,29.0,1.745,J-profil,0.05731702873207961,low,129769,3.07,small,8.0,2.44,2025-04-03
Tin,Electroplated,27.6,1.346,Distansprofil,0.17479059996495688,high,79250,2.57,large,7.0,3.33,2025-09-25
Brass,Hot-dip galvanized,22.5,1.13,Kantprofil,0.1184602944069671,medium,34823,3.66,medium,12.0,4.12,2025-04-13
Copper,Brushed,37.3,1.038,Hakprofil,0.07054212451994124,low,93226,2.73,medium,2.0,3.09,2025-04-22
Steel,Electroplated,24.9,1.156,Kantskydd,0.06185542426046366,medium,41977,3.78,micro,5.0,3.99,2025-11-17
Copper,Wet painted,17.7,1.177,L-profil,0.10902542620756762,low,108128,3.33,medium,4.0,2.82,2025-10-31
Steel,Plasma sprayed,30.0,0.9,J-profil,0.14872280795393514,low,47389,3.8,medium,4.0,3.9,2025-12-10
Aluminium,Polished,18.4,1.174,Distansprofil,0.11377868275363938,high,36881,3.48,medium,8.0,4.08,2025-03-03
Tin,Powder coated,23.7,1.26,Droppnäsa,0.14039966197292894,medium,44207,2.68,large,12.0,3.95,2025-10-27
Zinc,Electroplated,27.5,1.495,J-profil,0.12617139069859337,high,37909,3.77,large,11.0,4.06,2025-05-16
Copper,Hot-dip galvanized,36.0,1.435,Hakprofil,0.13568571715538214,high,83453,2.66,small,5.0,3.26,2025-02-24
Copper,Plasma sprayed,27.1,1.483,Innerbåge,0.08814882618625977,low,82839,3.31,large,9.0,3.27,2025-04-18
Lead,Anodized,32.0,0.845,H-profil,0.07173277776456594,high,76443,2.82,medium,12.0,3.38,2025-10-30
Steel,Chrome plated,38.7,1.035,Bottenlist,0.13834795859930354,medium,55236,3.75,large,10.0,3.76,2025-09-15
Titanium,Hot-dip galvanized,18.8,1.44,Spröjsprofil,0.1280321298388822,high,82482,4.0,micro,4.0,3.28,2025-09-10
Tin,Wet painted,22.1,1.278,Bottenlist,0.06089148832870357,high,140561,3.43,small,6.0,2.25,2025-08-10
Steel,Chrome plated,24.9,0.842,Bottenlist,0.10873591373416691,low,143559,3.39,small,5.0,2.2,2025-06-16
Lead,Polished,25.5,1.57,Ändprofil,0.05971343673369376,medium,131824,3.76,large,11.0,2.4,2025-06-09
Iron,Polished,25.2,1.541,Glashållare,0.14234556835008969,high,127342,2.56,medium,7.0,2.48,2025-06-15
Steel,Brushed,36.7,1.337,H-profil,0.1118096342602005,low,45463,4.01,small,12.0,3.93,2025-07-24
Zinc,Phosphated,32.3,0.898,Kilspår,0.15276695934205758,high,158986,2.86,micro,11.0,1.92,2025-09-24
Tin,Brushed,29.8,1.535,Glasningslist,0.1567874685276369,medium,92058,4.11,micro,5.0,3.11,2025-05-18
Lead,Plasma sprayed,22.9,1.369,Foglist,0.09110230731945326,high,78357,3.72,small,9.0,3.35,2025-12-12
Iron,Chrome plated,34.8,1.549,Skenprofil,0.19363230770790954,high,44837,3.78,medium,4.0,3.94,2025-09-05
Nickel,Phosphated,37.8,1.522,J-profil,0.129316607646915,low,54719,3.59,medium,12.0,3.77,2025-02-24
Lead,Anodized,34.7,1.569,Skruvkanal,0.14374226674745422,high,74878,3.3,large,6.0,3.41,2025-07-28
Nickel,Wet painted,15.8,1.309,Ändprofil,0.14220054277718322,low,107291,3.46,large,2.0,2.84,2025-01-17
Tin,Chrome plated,30.5,0.965,Karmlist,0.15364810366319895,medium,153511,2.62,small,7.0,2.02,2025-03-09
Copper,Brushed,16.9,1.449,Tätningslist,0.1293454302007936,high,155062,3.54,large,12.0,1.99,2025-05-13
Lead,Powder coated,21.7,1.402,Droppnäsa,0.10204750813826954,medium,106899,3.55,large,,2.84,2025-07-07
Aluminium,Blackening,17.1,1.513,Kantprofil,0.05221228612789882,medium,33134,3.97,large,9.0,4.15,2025-11-04
Nickel,Phosphated,29.7,0.992,Stödprofil,0.06812333424403895,high,64514,3.35,micro,10.0,3.59,2025-05-18
Zinc,Phosphated,31.6,1.015,T-profil,0.11507314769501525,low,125234,2.67,large,9.0,2.52,2025-06-23
Aluminium,Wet painted,18.4,1.648,Ytterram,0.09449852128008922,medium,156098,3.04,small,9.0,1.97,2025-04-07
Brass,Electroplated,24.6,1.52,Hörnvinkel,0.10223983405935375,medium,132328,3.59,medium,4.0,2.39,2025-06-20
Brass,Polished,26.3,5.173416,Anslagslist,0.06166576809883578,high,153586,2.93,large,5.0,2.02,2025-06-03
Iron,Polished,24.3,1.528,J-profil,0.16510273540759982,high,34713,3.0,medium,12.0,4.12,2025-07-02
Copper,Powder coated,18.5,1.381,Glashållare,0.18365099166998597,high,41805,3.85,large,5.0,3.99,2025-08-30
Tin,Plasma sprayed,25.4,1.433,F-profil,0.18471811297568608,low,152981,3.48,small,12.0,2.03,2025-10-31
Lead,Plasma sprayed,33.1,1.647,Tätningslist,0.13079821638121497,high,135102,3.36,micro,6.0,2.34,2025-10-12
Titanium,Anodized,17.4,1.364,Vinkellist,0.14904413795765642,high,34405,3.06,small,10.0,4.13,2025-01-27
Zinc,Chrome plated,17.6,1.413,H-profil,0.17589810121860025,low,100404,3.71,micro,10.0,2.96,2025-12-26
Nickel,Blackening,23.9,0.98,Karmlist,0.10383438909042111,medium,160603,3.01,large,11.0,1.89,2025-03-01
Tin,Hot-dip galvanized,37.5,1.269,Ytterram,0.10338729170742524,low,139934,3.72,large,2.0,2.26,2025-07-21
Aluminium,Electroplated,31.2,1.49,F-profil,0.19241315421363603,low,147197,2.66,micro,9.0,2.13,2025-09-07
Brass,Brushed,31.4,1.084,Kantskydd,0.1328422269466469,high,90708,3.92,small,2.0,3.13,2025-12-28
Zinc,Hot-dip galvanized,24.1,1.021,Stödprofil,0.13533210320721784,medium,69979,3.34,small,3.0,3.5,2025-03-10
Titanium,Hot-dip galvanized,29.5,1.123,Bottenlist,0.07539856693086662,low,149208,3.25,micro,8.0,2.1,2025-01-21
Lead,Phosphated,16.0,1.057,Kantskydd,0.06177959552148918,medium,147221,3.52,large,9.0,2.13,2025-06-01
Iron,Powder coated,30.4,1.033,Ändprofil,0.17918419498164415,high,131396,3.54,micro,2.0,2.41,2025-04-12
Titanium,Polished,36.9,1.224,Kantprofil,0.14851848742623497,medium,112031,2.76,large,4.0,2.75,2025-04-05
Zinc,Anodized,29.9,1.664,Clipsprofil,0.10853333462010231,low,144505,3.75,micro,,2.18,2025-12-27
Titanium,Plasma sprayed,35.9,1.299,Hakprofil,0.07484647234068888,low,97431,2.99,large,10.0,3.01,2025-08-17
Zinc,Blackening,32.5,1.008,T-profil,0.12637529651060422,low,96580,3.99,micro,9.0,3.03,2025-05-05
Zinc,Powder coated,18.5,0.907,Tätningslist,0.14144288537031616,high,48062,3.85,medium,9.0,3.88,2025-09-15
Steel,Phosphated,36.6,1.471,Glasningslist,0.07328739580984413,medium,150098,3.1,large,10.0,2.08,2025-11-18
Nickel,Brushed,17.3,1.186,Hörnvinkel,0.17915547538441623,medium,149154,3.83,small,11.0,2.1,2025-08-24
Brass,Anodized,28.1,1.586,Skruvkanal,0.05593840641335076,low,139130,3.12,micro,4.0,2.27,2025-06-11
Steel,Phosphated,19.0,1.438,Tätningslist,0.1095624213190645,high,91003,2.71,small,9.0,3.12,2025-02-11
Lead,Blackening,16.0,1.562,Doldbeslag,0.14907869542608596,low,113734,4.08,micro,2.0,2.72,2025-10-03
Steel,Polished,25.5,1.085,Täckprofil,0.08016931413483526,medium,95379,3.59,small,9.0,3.05,2025-12-19
Copper,Polished,22.6,1.468,Anslagslist,0.17736520994723343,medium,53877,3.28,small,8.0,3.78,2025-03-09
Copper,Polished,27.0,1.078,Täckprofil,0.1653059171425745,low,33514,3.18,micro,9.0,4.14,2025-06-22
Brass,Powder coated,29.1,1.693,Kantskydd,0.16479318219703304,low,118639,3.07,micro,2.0,2.64,2025-11-27
Titanium,Powder coated,16.7,1.417,U-profil,0.063582069535268,high,80414,4.11,small,7.0,3.31,2025-05-05
Nickel,Plasma sprayed,18.6,1.133,Glaskil,0.08469530749080008,medium,121534,2.76,small,,2.58,2025-06-19
Brass,Plasma sprayed,28.7,1.083,Bottenlist,0.09646562522900763,high,95530,3.05,small,12.0,3.04,2025-02-16
Zinc,Brushed,23.7,1.011,Glaskil,0.13652935501371535,low,155463,3.32,large,6.0,1.98,2025-09-18
Aluminium,Blackening,32.6,1.47,Kilspår,0.150418002321745,high,65280,3.31,large,6.0,3.58,2025-08-05
Nickel,Anodized,30.8,1.036,Bottenlist,0.17323744771969135,low,99494,3.3,medium,8.0,2.97,2025-11-01
Nickel,Wet painted,35.3,1.379,Glasningslist,0.15982630628811142,low,110106,2.83,large,12.0,2.79,2025-05-04
Zinc,Wet painted,31.8,1.078,Pärlspont,0.19048923137989923,medium,144633,2.78,large,4.0,2.18,2025-10-20
Zinc,Phosphated,25.7,1.44,Korsprofil,0.1603010042218911,medium,70092,2.96,micro,7.0,3.49,2025-06-11
Iron,Polished,31.3,1.579,Kantprofil,0.08773013409254433,low,78107,4.0,medium,8.0,3.35,2025-07-20
Brass,Anodized,22.1,1.546,Kopplingsprofil,0.10020158536195858,medium,156597,2.73,medium,2.0,1.96,2025-10-02
Zinc,Hot-dip galvanized,22.8,1.53,H-profil,0.1599131099193179,medium,157566,3.75,large,3.0,1.95,2025-07-25
Copper,Powder coated,34.0,1.008,Spröjsprofil,0.07069308685748654,medium,54601,3.75,micro,5.0,3.77,2025-02-09
Lead,Chrome plated,26.1,0.918,Kantskydd,0.06857547906218153,low,37441,3.84,micro,9.0,4.07,2025-09-30
Aluminium,Electroplated,34.2,1.474,Glasningslist,0.13303370679556895,high,148782,3.96,medium,12.0,2.1,2025-07-07
Brass,Brushed,34.8,1.173,Doldbeslag,0.15819081185212674,high,136592,2.97,micro,11.0,2.32,2025-12-21
Tin,Polished,35.6,1.231,Mittpost,0.07205322718188063,high,155284,2.91,small,7.0,1.99,2025-04-03
Copper,Polished,36.9,0.866,Dekorlist,0.1611572519415585,low,46077,3.29,large,2.0,3.92,2025-02-11
Titanium,Blackening,25.7,1.074,Kantskydd,0.15741248284200524,medium,70646,2.97,small,11.0,3.48,2025-04-17
Zinc,Polished,23.1,0.868,Ytterram,0.1351744181693566,medium,87003,3.72,medium,6.0,3.2,2025-11-24
Tin,Powder coated,29.2,1.638,Vinkellist,0.061452283991946306,low,127277,3.56,medium,8.0,2.48,2025-03-06
Zinc,Powder coated,24.3,1.059,Kilspår,0.07508961712909488,low,80119,3.94,micro,7.0,3.32,2025-12-31
Nickel,Electroplated,29.6,1.345,Doldbeslag,0.16112953081041462,high,60769,2.68,micro,10.0,3.66,2025-11-05
Copper,Hot-dip galvanized,32.1,0.873,Karmprofil,0.14453223689942712,high,36145,4.0,medium,9.0,4.1,2025-05-15
Nickel,Anodized,31.7,1.445,Pärlspont,0.18540391465408654,low,142486,3.02,medium,5.0,2.21,2025-01-24
Iron,Polished,24.4,1.131,Hörnvinkel,0.13434665681808414,high,55590,3.33,small,12.0,3.75,2025-01-28
Nickel,Wet painted,19.6,1.655,Skruvkanal,0.06635121289601628,medium,144851,3.25,small,,2.17,2025-03-03
Iron,Plasma sprayed,25.7,1.646,Anslagslist,0.06552025172949877,low,62999,3.76,micro,8.0,3.62,2025-09-30
Iron,Blackening,19.0,1.134,Dekorlist,0.16368168383642318,low,76552,3.22,small,9.0,3.38,2025-08-17
Tin,Blackening,36.3,1.658,Kilspår,0.08229590422917335,medium,130982,4.05,micro,6.0,2.42,2025-01-20
Zinc,Wet painted,23.7,1.745,Rörprofil,0.10837266817394432,medium,35593,3.99,micro,10.0,4.1,2025-01-03
Titanium,Phosphated,19.3,1.589,H-profil,0.12040079717790327,medium,150317,3.94,large,11.0,2.08,2025-08-06
Nickel,Wet painted,16.3,1.607,T-profil,0.05422084510978766,high,151796,2.66,micro,5.0,2.05,2025-11-03
Copper,Phosphated,30.7,1.064,Kopplingsprofil,0.0734325342190516,low,142234,3.91,small,5.0,2.22,2025-05-16
Iron,Chrome plated,30.5,1.362,Bottenlist,0.11415648604517682,high,89389,3.79,medium,9.0,3.15,2025-01-03
Zinc,Plasma sprayed,23.6,0.899,Anslagslist,0.08650801674567639,medium,144264,2.71,medium,2.0,2.18,2025-07-12
Aluminium,Blackening,17.4,0.924,J-profil,0.08340776054911739,high,48908,2.72,small,9.0,3.87,2025-03-14
Brass,Wet painted,25.2,1.747,Ventilationslister,0.16448292616852825,medium,98573,2.71,medium,6.0,2.99,2025-12-27
Tin,Chrome plated,22.9,1.135,Anslagslist,0.17082743385766794,high,48919,2.57,micro,12.0,3.87,2025-04-28
Titanium,Brushed,31.4,1.519,T-profil,0.09174764289894062,high,110306,3.42,medium,2.0,2.78,2025-06-03
Steel,Anodized,29.7,1.572,Ventilationslister,0.1602856200748872,medium,147699,4.1,small,5.0,2.12,2025-07-28
Tin,Chrome plated,24.2,1.619,Spröjsprofil,0.10818871338403695,high,120208,3.25,medium,3.0,2.61,2025-02-03
Aluminium,Anodized,20.8,1.746,H-profil,0.12602298701724893,high,113953,3.41,micro,5.0,2.72,2025-05-17
Brass,Wet painted,38.6,1.057,Rörprofil,0.18126817041968638,high,47079,4.09,micro,9.0,3.9,2025-11-14
Aluminium,Hot-dip galvanized,26.2,0.874,Doldbeslag,0.17089409750797088,high,83340,2.96,small,6.0,3.26,2025-04-30
Nickel,Chrome plated,31.7,1.212,Pärlspont,0.17119202160809258,low,127130,3.91,small,2.0,2.49,2025-04-25
Iron,Plasma sprayed,19.0,0.956,Skenprofil,0.08148294288723545,high,88625,3.42,small,8.0,3.17,2025-01-13
Titanium,Wet painted,27.0,0.858,Bottenlist,0.06036587263497021,low,148247,3.46,large,2.0,2.11,2025-03-10
Lead,Polished,16.4,1.166,Karmlist,0.19079930466564987,high,53930,3.1,large,10.0,3.78,2025-11-29
Iron,Powder coated,27.4,1.551,Fönsterbleck,0.10634500475533619,high,137875,3.44,micro,4.0,2.3,2025-09-14
Lead,Chrome plated,38.0,1.353,Ändprofil,0.08782865121814334,high,147736,2.67,large,4.0,2.12,2025-03-30
Brass,Plasma sprayed,24.6,1.122,U-profil,0.16390994468369804,high,44478,3.77,large,7.0,3.95,2025-02-16
Zinc,Brushed,16.6,1.433,Bottenlist,0.17508672481020693,low,52235,3.0,medium,11.0,3.81,2025-09-17
Steel,Polished,16.4,1.049,J-profil,0.1681308324317073,low,79558,3.96,large,7.0,3.33,2025-08-16
Copper,Brushed,24.7,0.85,Skarvprofil,0.08714460877239028,medium,55084,3.13,medium,12.0,3.76,2025-06-29
Iron,Wet painted,19.4,1.533,Bottenlist,0.16193756530342202,medium,96022,2.78,small,12.0,3.04,2025-01-10
Titanium,Powder coated,16.3,1.405,Hakprofilslist,0.054680048267795156,medium,55327,3.66,medium,7.0,3.76,2025-10-11
